duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
14927877,5,0,300,0,60,-1,60,-1,60.0,0.0,0.5,0.0,14927877,0,890248,-1,8028126,-1,3731969.2,0.0,3141500.0,0.0,0,0,0,0,100,0,0.3349438,0.0,0.3349438,20.096628,60,60,60.0,0.5,890248,8028126,3731969.2,3141500.0,0,5,0,0,0,0,0,0,0.0,60.0,60.0,100,0,0,0,0.0,0,0,0,0,1,100,0,0,2890750,4975959.0,8028126,2701742.8,2000502,4679209.5,8028126,3069193.2,6,4194240,-1,0,5,40,benign
2706,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,369.54916,369.54916,739.0983,38433.113,52,52,52.0,1.0,2706,2706,2706.0,0.0,1,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4480,87616,1,1,32,benign
0,1,0,422,0,422,-1,422,-1,422.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,422.0,422.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
11051502,9,8,2606,4045,52,52,767,1390,289.55554,505.625,354.36902,588.64966,11051502,6059464,3,5,4993005,3724070,1381437.8,865637.7,1926138.6,1309434.6,3,2,0,0,180,160,0.81436896,0.7238835,1.5382525,601.81866,52,1390,391.2353,476.1767,3,4878504,690718.9,1446099.2,1,2,0,5,16,0,0,0,1.5521872,391.2353,289.55554,180,0,0,0,346508.4,505,0,0,0,4,1303,4,2022,5425200,5525751.0,5626302,142200.6,3724070,4301287.0,4878504,816308.1,2,4194240,1853440,6,9,32,asware
13251,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,13251,0,13251,-1,13251,-1,13251.0,0.0,0.0,0.0,0,0,0,0,40,0,150.932,0.0,150.932,7848.4644,52,52,52.0,1.0,13251,13251,13251.0,0.0,1,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,87616,-1,0,2,32,benign
216752,4,0,239,0,52,-1,83,-1,59.75,0.0,15.4892435,0.0,216752,0,2,-1,178876,-1,72250.664,0.0,94261.836,0.0,1,0,0,0,80,0,18.45427,0.0,18.45427,1102.6427,52,83,59.75,15.4892435,2,178876,72250.664,94261.836,1,0,0,1,4,0,0,0,0.0,59.75,59.75,80,239,4,1102,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,5,104320,-1,0,4,32,benign
0,1,0,408,0,408,-1,408,-1,408.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,408,408,408.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,408.0,408.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
5009628,4,2,931,112,52,52,767,60,232.75,56.0,356.18616,5.5677643,5009628,130233,9750,130233,4881256,130233,1669876.0,130233.0,2781669.2,0.0,1,0,0,0,80,40,0.7984625,0.39923123,1.1976937,208.1991,52,767,173.83333,290.61722,7101,4767874,1001925.6,2105872.0,1,2,0,1,5,0,0,0,0.120300755,173.83333,232.75,80,0,0,0,31.0,56,0,0,0,4,931,2,112,5009628,5009628.0,5009628,0.0,4767874,4767874.0,4767874,0.0,2,4194240,1853440,2,4,32,asware
229620,2,2,139,137,52,52,87,85,69.5,68.5,24.728525,23.313086,229620,141002,229620,141002,229620,141002,229620.0,141002.0,0.0,0.0,1,1,0,0,40,40,8.710043,8.710043,17.420086,1201.9858,52,87,69.0,19.638397,6367,141002,76540.0,67498.945,0,0,0,2,4,0,0,0,0.9856115,69.0,69.5,40,0,0,0,543.5,68,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,88704,22336,1,2,32,benign
59955138,2,0,135,0,52,-1,83,-1,67.5,0.0,21.897488,0.0,59955138,0,59955138,-1,59955138,-1,60000000.0,0.0,0.0,0.0,1,0,0,0,40,0,0.033358276,0.0,0.033358276,2.2516835,52,83,67.5,21.897488,59955138,59955138,60000000.0,0.0,0,0,0,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,2,135,0,0,59955138,60000000.0,59955138,0.0,59955138,60000000.0,59955138,0.0,3,101696,-1,0,2,32,benign
0,1,0,420,0,420,-1,420,-1,420.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,420,420,420.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,420.0,420.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
113841,3,4,427,417,52,52,315,253,142.33333,104.25,149.58554,99.23667,59246,60014,3249,74,55997,59466,29623.0,20004.666,37298.47,34175.1,1,1,0,0,60,80,26.352545,35.136726,61.48927,7413.849,52,315,120.57143,113.12435,74,54047,18973.5,27107.035,1,2,0,2,6,0,0,0,0.9765808,120.57143,142.33333,60,0,0,0,9847.917,104,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,926720,3,3,32,benign
383175,2,4,159,232,52,52,107,64,79.5,58.0,38.878014,6.904105,236157,16376,236157,3,236157,14500,236157.0,5458.6665,0.0,7885.652,1,0,0,0,40,80,5.2195473,10.439095,15.658642,1020.42145,52,107,65.166664,21.315878,3,236157,76635.0,104506.7,2,0,0,1,6,0,0,0,1.4591194,65.166664,79.5,40,0,0,0,47.666668,58,232,4,14167,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,21824,99008,1,2,32,benign
305875,6,4,476,1633,52,52,208,1390,79.333336,408.25,63.113125,655.4621,305875,24868,2,8,256373,23016,61175.0,8289.333,109826.22,12786.663,1,1,0,0,120,80,19.615856,13.077237,32.693092,6894.9736,52,1390,210.9,417.46002,2,256373,33986.11,83834.34,1,2,0,2,9,0,0,0,3.4306722,210.9,79.333336,120,0,0,0,429630.6,408,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,1853440,3,6,32,benign
603,1,1,71,414,71,414,71,414,71.0,414.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,1658.3748,1658.3748,3316.7495,804311.75,71,414,242.5,242.53557,603,603,603.0,0.0,0,0,0,0,0,0,0,0,5.830986,242.5,71.0,20,0,0,0,0.0,414,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,0,0,1,0,benign
7439015,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,7439015,0,7439015,-1,7439015,-1,7439015.0,0.0,0.0,0.0,0,0,0,0,40,0,0.2688528,0.0,0.2688528,13.980346,52,52,52.0,1.0,7439015,7439015,7439015.0,0.0,1,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,7439015,7439015.0,7439015,0.0,7439015,7439015.0,7439015,0.0,3,107008,-1,0,2,32,asware
300093922,5,3,520,1136,52,52,304,1024,104.0,378.66666,111.855934,558.8889,300093922,27904,3,2570,300040799,25334,75000000.0,13952.0,150000000.0,16096.579,1,1,0,0,100,60,0.01666145,0.00999687,0.02665832,5.5182724,52,1024,207.0,341.47055,3,300040799,42900000.0,113000000.0,1,2,0,2,7,0,0,0,2.1846154,207.0,104.0,100,0,0,0,312356.84,378,0,0,0,5,520,3,1136,300093922,300000000.0,300093922,0.0,300040799,300000000.0,300040799,0.0,2,4194240,1853440,2,5,32,benign
0,1,0,83,0,83,-1,83,-1,83.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,1,0,0,0,20,0,0.0,0.0,0.0,0.0,83,83,83.0,0.0,-1,-1,0.0,0.0,0,0,0,1,1,0,0,0,0.0,83.0,83.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,89792,-1,0,1,32,benign
0,1,0,436,0,436,-1,436,-1,436.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,436,436,436.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,436.0,436.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
3178870,6,5,1611,728,40,40,810,298,268.5,145.6,351.4503,139.20686,181502,3144060,5376,669,63120,2999847,36300.4,786015.0,20503.75,1476455.5,2,2,0,0,120,100,1.8874632,1.572886,3.460349,735.7961,40,810,212.63637,271.34766,669,2997368,317887.0,941710.06,1,2,0,4,10,0,0,0,0.45189324,212.63637,268.5,120,0,0,0,19378.55,145,0,0,0,6,1611,5,728,3178870,3178870.0,3178870,0.0,2997368,2997368.0,2997368,0.0,2,4194240,1720512,4,6,20,asware
72249,4,0,239,0,52,-1,83,-1,59.75,0.0,15.4892435,0.0,72249,0,3124,-1,40999,-1,24083.0,0.0,19258.46,0.0,1,0,0,0,80,0,55.36409,0.0,55.36409,3308.0042,52,83,59.75,15.4892435,3124,40999,24083.0,19258.46,1,0,0,1,4,0,0,0,0.0,59.75,59.75,80,239,4,3308,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,5,104320,-1,0,4,32,benign
2,2,0,80,0,40,-1,40,-1,40.0,0.0,1.0,0.0,2,0,2,-1,2,-1,2.0,0.0,0.0,0.0,0,0,0,0,40,0,1000000.0,0.0,1000000.0,40000000.0,40,40,40.0,1.0,2,2,2.0,0.0,1,0,0,0,2,0,0,0,0.0,40.0,40.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,88704,-1,0,2,20,asware
2475,1,1,375,40,375,40,375,40,375.0,40.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,1,0,0,0,20,20,404.0404,404.0404,808.0808,167676.77,40,375,207.5,236.87866,2475,2475,2475.0,0.0,0,0,1,1,1,0,0,0,0.10666667,207.5,375.0,20,0,0,0,0.0,40,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,15936,0,0,1,32,asware
0,1,0,52,0,52,-1,52,-1,52.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,52,52,52.0,0.0,-1,-1,0.0,0.0,0,0,0,0,1,0,0,0,0.0,52.0,52.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,90496,-1,0,1,32,asware
0,1,0,422,0,422,-1,422,-1,422.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,422.0,422.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
4790378,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,4790378,0,4790378,-1,4790378,-1,4790378.0,0.0,0.0,0.0,0,0,0,0,40,0,0.4175036,0.0,0.4175036,21.710186,52,52,52.0,1.0,4790378,4790378,4790378.0,0.0,1,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,4790378,4790378.0,4790378,0.0,4790378,4790378.0,4790378,0.0,3,88704,-1,0,2,32,asware
6901251,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,6901251,0,6901251,-1,6901251,-1,6901251.0,0.0,0.0,0.0,0,0,0,0,40,0,0.28980252,0.0,0.28980252,15.069732,52,52,52.0,1.0,6901251,6901251,6901251.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,6901251,6901251.0,6901251,0.0,6901251,6901251.0,6901251,0.0,3,88704,-1,0,2,32,asware
0,1,0,365,0,365,-1,365,-1,365.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,365,365,365.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,365.0,365.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
110640,1,1,40,52,40,52,40,52,40.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,9.038322,9.038322,18.076645,831.5257,40,52,46.0,8.426149,110640,110640,110640.0,0.0,1,0,1,0,1,0,0,0,1.3,46.0,40.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,16640,1,1,20,asware
460252,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,460252,0,460252,-1,460252,-1,460252.0,0.0,0.0,0.0,0,0,0,0,40,0,4.3454456,0.0,4.3454456,225.96317,52,52,52.0,1.0,460252,460252,460252.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,101440,-1,0,2,32,benign
268499,11,12,2422,6883,52,52,1251,1064,220.18182,573.5833,375.45874,474.95892,268499,195473,2,7,77005,108610,26849.9,17770.273,28843.32,33911.586,3,4,0,0,220,240,40.968494,44.692905,85.6614,34655.62,52,1251,404.56522,457.6578,2,64624,12204.5,18690.494,0,2,0,7,22,0,0,0,2.8418663,404.56522,220.18182,220,386,5,5475,225586.0,573,6256,8,1172413,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,1145472,10,11,32,benign
55127005,44,56,8468,12780,52,52,533,515,192.45454,228.21428,211.42891,200.13597,55127005,55096251,2,12,4948377,5039363,1282023.4,1001750.0,2116509.0,1971245.6,24,32,0,0,880,1120,0.7981569,1.0158361,1.813993,385.43723,52,533,212.48,204.90688,2,4948377,556838.44,1525459.5,0,0,0,56,100,0,0,0,1.5092112,212.48,192.45454,880,0,0,0,40054.406,228,1040,4,19874,4,769,5,1161,4938626,5001466.5,5064250,28279.963,4657002,4848607.0,4948377,75461.25,2,471424,105792,32,44,32,benign
0,1,0,420,0,420,-1,420,-1,420.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,420,420,420.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,420.0,420.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
2,2,0,135,0,52,-1,83,-1,67.5,0.0,21.897488,0.0,2,0,2,-1,2,-1,2.0,0.0,0.0,0.0,1,0,0,0,40,0,1000000.0,0.0,1000000.0,67500000.0,52,83,67.5,21.897488,2,2,2.0,0.0,0,0,1,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,100864,-1,0,2,32,asware
4890751,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,4890751,0,4890751,-1,4890751,-1,4890751.0,0.0,0.0,0.0,0,0,0,0,40,0,0.40893516,0.0,0.40893516,21.264627,52,52,52.0,1.0,4890751,4890751,4890751.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,4890751,4890751.0,4890751,0.0,4890751,4890751.0,4890751,0.0,3,88704,-1,0,2,32,benign
29520380,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,29520380,0,29520380,-1,29520380,-1,29500000.0,0.0,0.0,0.0,0,0,0,0,40,0,0.067749806,0.0,0.067749806,3.52299,52,52,52.0,1.0,29520380,29520380,29500000.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,29520380,29500000.0,29520380,0.0,29520380,29500000.0,29520380,0.0,3,88704,-1,0,2,32,asware
11535374,2,0,80,0,40,-1,40,-1,40.0,0.0,1.0,0.0,11535374,0,11535374,-1,11535374,-1,11500000.0,0.0,0.0,0.0,0,0,0,0,40,0,0.17337973,0.0,0.17337973,6.9351892,40,40,40.0,1.0,11535374,11535374,11500000.0,0.0,2,0,0,0,2,0,0,0,0.0,40.0,40.0,40,0,0,0,0.0,0,0,0,0,2,80,0,0,11535374,11500000.0,11535374,0.0,11535374,11500000.0,11535374,0.0,3,4194240,-1,0,2,20,benign
0,1,0,420,0,420,-1,420,-1,420.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,420,420,420.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,420.0,420.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
299364,1,1,40,40,40,40,40,40,40.0,40.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,3.340415,3.340415,6.68083,267.23322,40,40,40.0,1.0,299364,299364,299364.0,0.0,2,0,0,0,2,0,0,0,1.0,40.0,40.0,20,0,0,0,0.0,40,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,994816,1,1,20,benign
476498,2,0,166,0,83,-1,83,-1,83.0,0.0,1.0,0.0,476498,0,476498,-1,476498,-1,476498.0,0.0,0.0,0.0,2,0,0,0,40,0,4.1972895,0.0,4.1972895,348.37503,83,83,83.0,1.0,476498,476498,476498.0,0.0,2,0,0,2,2,0,0,0,0.0,83.0,83.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,90816,-1,0,2,32,benign
59822119,9,6,474,318,52,52,54,54,52.666668,53.0,0.9354144,1.0,59561889,49562540,288498,9264005,10451502,10726464,7445236.0,9912508.0,4317244.5,588106.3,3,3,0,0,180,120,0.15044603,0.10029735,0.2507434,13.23925,52,54,52.8,0.97833675,6172,10259579,4273008.5,4913471.0,0,0,0,6,15,0,0,0,0.6708861,52.8,52.666668,180,0,0,0,1.0,53,0,0,0,1,79,1,53,9004135,9926982.0,10986739,784679.0,8994500,9723062.0,10259579,597074.8,2,87616,7296,6,9,32,asware
0,1,0,422,0,422,-1,422,-1,422.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,422.0,422.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
320286305,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,320286305,0,320286305,-1,320286305,-1,320000000.0,0.0,0.0,0.0,0,0,0,0,40,0,0.006244413,0.0,0.006244413,0.32470948,52,52,52.0,1.0,320286305,320286305,320000000.0,0.0,1,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,320286305,320000000.0,320286305,0.0,320286305,320000000.0,320286305,0.0,3,88768,-1,0,2,32,asware
3873,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,3873,0,3873,-1,3873,-1,3873.0,0.0,0.0,0.0,0,0,0,0,40,0,516.39557,0.0,516.39557,26852.568,52,52,52.0,1.0,3873,3873,3873.0,0.0,1,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,4194240,-1,0,2,32,benign
9980007,8,6,2569,1755,52,52,767,1164,321.125,292.5,369.22928,445.84628,9980007,4933466,1123,123702,5047628,2954064,1425715.2,986693.2,1847061.6,1120774.5,3,2,0,0,160,120,0.80160266,0.601202,1.4028046,433.26624,52,1164,308.85715,387.3993,1123,4934800,767692.9,1456569.6,1,2,0,5,13,0,0,0,0.68314517,308.85715,321.125,160,0,0,0,198778.9,292,0,0,0,4,1284,3,877,4932379,4990003.5,5047628,81493.35,2788876,3861838.0,4934800,1517397.4,2,4194240,1853440,4,8,32,asware
2,2,0,135,0,52,-1,83,-1,67.5,0.0,21.897488,0.0,2,0,2,-1,2,-1,2.0,0.0,0.0,0.0,1,0,0,0,40,0,1000000.0,0.0,1000000.0,67500000.0,52,83,67.5,21.897488,2,2,2.0,0.0,1,0,0,1,2,0,0,0,0.0,67.5,67.5,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,522880,-1,0,2,32,asware
33683,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,29.688566,29.688566,59.377132,3087.6108,52,52,52.0,1.0,33683,33683,33683.0,0.0,1,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,87616,13440,1,1,32,benign
7698876,2,0,104,0,52,-1,52,-1,52.0,0.0,1.0,0.0,7698876,0,7698876,-1,7698876,-1,7698876.0,0.0,0.0,0.0,0,0,0,0,40,0,0.25977817,0.0,0.25977817,13.508466,52,52,52.0,1.0,7698876,7698876,7698876.0,0.0,2,0,0,0,2,0,0,0,0.0,52.0,52.0,40,0,0,0,0.0,0,0,0,0,2,104,0,0,7698876,7698876.0,7698876,0.0,7698876,7698876.0,7698876,0.0,3,88832,-1,0,2,32,asware
14740126,2,0,166,0,83,-1,83,-1,83.0,0.0,1.0,0.0,14740126,0,14740126,-1,14740126,-1,14700000.0,0.0,0.0,0.0,2,0,0,0,40,0,0.13568406,0.0,0.13568406,11.261776,83,83,83.0,1.0,14740126,14740126,14700000.0,0.0,2,0,0,2,2,0,0,0,0.0,83.0,83.0,40,0,0,0,0.0,0,0,0,0,2,166,0,0,14740126,14700000.0,14740126,0.0,14740126,14700000.0,14740126,0.0,3,90816,-1,0,2,32,benign
50997503,9,6,474,318,52,52,54,54,52.666668,53.0,0.9354144,1.0,50997503,50297066,297999,9282772,10699000,10716396,6374688.0,10100000.0,4865642.5,713446.56,3,3,0,0,180,120,0.17647924,0.11765282,0.29413205,15.530172,52,54,52.8,0.97833675,31973,10264256,3642678.8,4697879.5,0,0,0,6,15,0,0,0,0.6708861,52.8,52.666668,180,0,0,0,1.0,53,0,0,0,1,94,1,63,9017289,10100000.0,10982089,998830.06,8631632,9686825.0,10264256,801692.7,2,87616,7808,6,9,32,asware
437328,1,1,52,52,52,52,52,52,52.0,52.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.2866132,2.2866132,4.5732265,237.80779,52,52,52.0,1.0,437328,437328,437328.0,0.0,0,0,0,0,2,0,0,0,1.0,52.0,52.0,20,0,0,0,0.0,52,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,483840,522880,1,1,32,benign
0,1,0,436,0,436,-1,436,-1,436.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,436,436,436.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,436.0,436.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
38744,3,1,164,60,52,60,60,60,54.666668,60.0,4.5643544,0.0,38744,0,1375,-1,37369,-1,19372.0,0.0,25451.602,0.0,0,0,0,0,60,20,77.43134,25.810448,103.24179,5781.5405,52,60,56.0,4.582576,1375,33728,12914.667,18060.45,1,2,0,0,3,0,0,0,0.36585367,56.0,54.666668,60,0,0,0,0.0,60,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,4194240,1145472,1,3,32,benign
490127,2,0,166,0,83,-1,83,-1,83.0,0.0,1.0,0.0,490127,0,490127,-1,490127,-1,490127.0,0.0,0.0,0.0,2,0,0,0,40,0,4.080575,0.0,4.080575,338.6877,83,83,83.0,1.0,490127,490127,490127.0,0.0,2,0,0,2,2,0,0,0,0.0,83.0,83.0,40,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,3,104128,-1,0,2,32,GeneralMalware
0,1,0,436,0,436,-1,436,-1,436.0,0.0,0.0,0.0,0,0,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0,0,0,0,20,0,0.0,0.0,0.0,0.0,436,436,436.0,0.0,-1,-1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,436.0,436.0,20,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,2,0,-1,0,1,0,benign
